problem_name,constructive_heuristic,perturbative_heuristic,best_cost,average_cost,worst_cost
lin105.tsp,CheapestInsertion,TwoOpt,15363.95,16104.17,16484.59
lin105.tsp,CheapestInsertion,NodeSwap,16514.14,16777.07,17210.16
lin105.tsp,CheapestInsertion,NodeShift,15556.47,15911.50,16170.57
lin105.tsp,SemiGreedyCheapestInsertion,---,18913.70,19552.36,20893.38
lin105.tsp,SemiGreedyCheapestInsertion,TwoOpt,15375.73,15804.87,16352.48
lin105.tsp,SemiGreedyCheapestInsertion,NodeSwap,16797.31,17420.50,18128.18
lin105.tsp,SemiGreedyCheapestInsertion,NodeShift,15668.90,16184.45,16544.66
lin105.tsp,RandomInsertion,---,15582.04,16077.26,16849.03
lin105.tsp,RandomInsertion,TwoOpt,14841.33,15361.30,15787.00
lin105.tsp,RandomInsertion,NodeSwap,15008.39,15763.56,16469.04
lin105.tsp,RandomInsertion,NodeShift,14734.43,15560.08,16189.35
lin105.tsp,MSTSimple,---,18823.55,19519.89,19933.60
lin105.tsp,MSTSimple,TwoOpt,15292.07,15650.60,16098.00
lin105.tsp,MSTSimple,NodeSwap,16570.99,17603.28,18058.94
lin105.tsp,MSTSimple,NodeShift,16268.87,16484.83,17073.38
lin318.tsp,NearestNeighbour,---,49215.61,52959.00,55100.68
lin318.tsp,NearestNeighbour,TwoOpt,45026.32,45508.10,46079.40
lin318.tsp,NearestNeighbour,NodeSwap,50548.33,52416.80,53787.48
lin318.tsp,NearestNeighbour,NodeShift,46719.10,47919.61,48908.44
lin318.tsp,SemiGreedyNearestNeighbour,---,84693.06,91035.18,101055.24
lin318.tsp,SemiGreedyNearestNeighbour,TwoOpt,45285.82,46533.80,47980.82
lin318.tsp,SemiGreedyNearestNeighbour,NodeSwap,58490.00,63070.54,65881.85
lin318.tsp,SemiGreedyNearestNeighbour,NodeShift,54252.18,57135.42,60103.31
lin318.tsp,CheapestInsertion,---,49777.84,50077.20,50322.17
lin318.tsp,CheapestInsertion,TwoOpt,45319.35,46394.20,47227.09
lin318.tsp,CheapestInsertion,NodeSwap,47851.94,48799.33,49530.27
lin318.tsp,CheapestInsertion,NodeShift,46002.93,46709.89,47263.10
lin318.tsp,SemiGreedyCheapestInsertion,---,53840.86,55908.63,57207.84
lin318.tsp,SemiGreedyCheapestInsertion,TwoOpt,45579.61,46228.52,47089.34
lin318.tsp,SemiGreedyCheapestInsertion,NodeSwap,49107.57,50458.85,51457.98
lin318.tsp,SemiGreedyCheapestInsertion,NodeShift,46220.83,47215.91,48294.96
