problem_name,constructive_heuristic,perturbative_heuristic,best_cost,average_cost,worst_cost
kroC100.tsp,SemiGreedyCheapestInsertion,NodeSwap,23076.07,25090.42,26815.56
kroC100.tsp,SemiGreedyCheapestInsertion,NodeShift,23039.54,23771.42,24701.53
kroC100.tsp,SemiGreedyRandomInsertion,---,32569.82,34441.46,36803.12
kroC100.tsp,SemiGreedyRandomInsertion,TwoOpt,21697.28,22532.71,23644.88
kroC100.tsp,SemiGreedyRandomInsertion,NodeSwap,26205.48,27626.47,29245.99
kroC100.tsp,SemiGreedyRandomInsertion,NodeShift,23508.22,24832.36,25874.34
kroC100.tsp,MSTSimple,---,27463.88,27964.36,29152.06
kroC100.tsp,MSTSimple,TwoOpt,21908.03,22631.77,24036.19
kroC100.tsp,MSTSimple,NodeSwap,25647.46,26264.70,27344.54
kroC100.tsp,MSTSimple,NodeShift,23763.95,24652.19,25187.38
kroD100.tsp,NearestNeighbour,---,25028.53,27741.91,29144.27
kroD100.tsp,NearestNeighbour,TwoOpt,22255.57,23103.74,24080.98
kroD100.tsp,NearestNeighbour,NodeSwap,24619.70,26989.35,28852.24
kroD100.tsp,NearestNeighbour,NodeShift,24578.39,25362.55,26583.67
kroD100.tsp,SemiGreedyNearestNeighbour,---,36635.49,44503.05,50514.75
kroD100.tsp,SemiGreedyNearestNeighbour,TwoOpt,22734.90,23337.75,23839.17
kroD100.tsp,SemiGreedyNearestNeighbour,NodeSwap,27015.06,29303.71,32148.54
kroD100.tsp,SemiGreedyNearestNeighbour,NodeShift,25161.46,27380.23,29607.90
kroD100.tsp,CheapestInsertion,---,24799.52,25274.11,25660.24
kroD100.tsp,CheapestInsertion,TwoOpt,23108.32,23316.85,23801.49
kroD100.tsp,CheapestInsertion,NodeSwap,23538.20,24639.35,25045.23
kroD100.tsp,CheapestInsertion,NodeShift,22888.43,23650.91,24089.29
kroD100.tsp,SemiGreedyCheapestInsertion,---,26135.41,27864.48,28752.88
kroD100.tsp,SemiGreedyCheapestInsertion,TwoOpt,22343.00,23124.54,23730.05
kroD100.tsp,SemiGreedyCheapestInsertion,NodeSwap,22328.42,24742.70,26690.95
kroD100.tsp,SemiGreedyCheapestInsertion,NodeShift,22179.04,23764.54,24857.39
kroD100.tsp,SemiGreedyRandomInsertion,---,32982.63,34360.32,35707.43
kroD100.tsp,SemiGreedyRandomInsertion,TwoOpt,22086.96,23285.90,24521.11
kroD100.tsp,SemiGreedyRandomInsertion,NodeSwap,26576.72,27404.51,28646.48
kroD100.tsp,SemiGreedyRandomInsertion,NodeShift,23722.31,25502.40,27120.39
kroD100.tsp,MSTSimple,---,26439.62,27636.03,28349.46
kroD100.tsp,MSTSimple,TwoOpt,21796.17,22738.60,23310.90
kroD100.tsp,MSTSimple,NodeSwap,24206.13,24934.86,26094.03
kroD100.tsp,MSTSimple,NodeShift,22928.49,23275.14,23738.07
kroE100.tsp,NearestNeighbour,---,25267.56,27410.21,28938.79
kroE100.tsp,NearestNeighbour,TwoOpt,22686.57,23549.56,24374.80
kroE100.tsp,NearestNeighbour,NodeSwap,24672.13,25598.96,26533.19
kroE100.tsp,NearestNeighbour,NodeShift,23486.78,24759.60,27195.29
kroE100.tsp,SemiGreedyNearestNeighbour,---,40950.09,46458.58,49665.65
kroE100.tsp,SemiGreedyNearestNeighbour,TwoOpt,22809.84,23965.97,25080.07
kroE100.tsp,SemiGreedyNearestNeighbour,NodeSwap,26949.95,31170.82,34408.11
kroE100.tsp,SemiGreedyNearestNeighbour,NodeShift,26462.09,28491.24,31007.55
kroE100.tsp,CheapestInsertion,---,25512.84,25857.93,26055.00
kroE100.tsp,CheapestInsertion,TwoOpt,22962.65,23633.54,24010.78
kroE100.tsp,CheapestInsertion,NodeSwap,25049.44,25180.82,25579.53
kroE100.tsp,CheapestInsertion,NodeShift,23222.71,23697.93,23940.42
kroE100.tsp,SemiGreedyCheapestInsertion,---,27600.75,28455.96,29469.15
kroE100.tsp,SemiGreedyCheapestInsertion,TwoOpt,23341.66,23902.38,24888.63
kroE100.tsp,SemiGreedyCheapestInsertion,NodeSwap,24754.11,25848.27,26733.75
kroE100.tsp,SemiGreedyCheapestInsertion,NodeShift,23239.32,24422.12,25190.68
